gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000187175	207.67980252192865	0.7780572056756934	0.4427679871651941	1.7572571374393533	0.07887399013686242	0.8713052566896975
ENSG00000159128	2809.968667268922	0.3458908755936814	0.1975098666405122	1.751258716726479	0.079901355416959155	0.8713052566896975
ENSG00000244624	102.0782067662434	0.9874022405447718	0.576208005272334	1.7136211776129255	0.08659832156506028	0.890850603873456
ENSG00000274391	3083.1817887751286	0.28773252706746066	0.1727521688375288	1.665579824575571	0.09579713234598146	0.890850603873456
ENSG00000154721	3847.519614507145	-0.32445189026219945	0.1963008490090179	-1.6528297860153136	0.09836551022414475	0.890850603873456
ENSG00000197683	369.3113284082185	-0.6847201607832251	0.4221867847440275	-1.6218417665497795	0.10483723293111377	0.890850603873456
ENSG00000184221	1250.3877549227536	-0.46090733643274784	0.28491218472685065	-1.6177171814347857	0.10572356151287889	0.890850603873456
ENSG00000154727	3764.7066661710573	0.27356769597965586	0.16983156989598275	1.610817683350679	0.10721946569540138	0.890850603873456
ENSG00000142173	5506.489709165698	-0.31320362709871674	0.1953805689446122	-1.60304388911625	0.10892496466575008	0.890850603873456
ENSG00000212938	216.10861744750954	-0.7139501764000329	0.4509180270481683	-1.5833258676166584	0.11334720996006338	0.8950521062363626
ENSG00000156239	3664.053185195747	-0.36592686130354135	0.2383779969856655	-1.5350697880289086	0.12476668649281714	0.9523857068951709
ENSG00000160182	178.73029056981622	-0.6959167735698214	0.4756096270423907	-1.4632100235174486	0.14340991889297805	0.9591960313307374
ENSG00000186925	146.38709030816366	0.6777904447907422	0.4731162915760812	1.4326085507071313	0.15196973676120826	0.9591960313307374
ENSG00000154654	5151.503276238956	0.32628561047585813	0.22874292028165166	1.4264293298087738	0.1537444525703113	0.9591960313307374
ENSG00000166351	1223.6395479285802	0.3469654634390444	0.24965722710117297	1.3897673520920646	0.16459953501490407	0.9591960313307374
ENSG00000159200	9649.488435098101	-0.23491291066423325	0.17574345682646672	-1.3366808352711068	0.18132684024706475	0.9591960313307374
ENSG00000182591	328.54280143008873	-0.5012852529764594	0.37748050407475603	-1.3279765380338295	0.1841858578450649	0.9591960313307374
ENSG00000159263	4523.7290924905465	-0.25422713635476013	0.19149698900832207	-1.3275777215677889	0.1843176483957834	0.9591960313307374
ENSG00000154640	1589.0150225535522	-0.2450170651990101	0.18790445749980678	-1.303944932755318	0.19225235860113696	0.9591960313307374
ENSG00000160181	720.2918024218402	0.3381872811416934	0.2628282553784922	1.2867234561774137	0.19819069442406376	0.9591960313307374
ENSG00000232263	142.43740148605565	-0.6716122038926085	0.5259820249542804	-1.27687291966106	0.2016471161550034	0.9591960313307374
ENSG00000206104	85.53056066366675	0.7906242692982947	0.6253121150883612	1.2643674258359343	0.20609817892940024	0.9591960313307374
ENSG00000157617	9315.982870969903	-0.24873403035452854	0.19761953865488158	-1.2586510020596302	0.2081564165652938	0.9591960313307374
ENSG00000183527	1893.4152505200782	0.24023494580143614	0.19098103349471468	1.2578994961197785	0.2084281059574005	0.9591960313307374
ENSG00000160179	8718.979527997959	0.2051082829726535	0.16412565848793634	1.2497027269366872	0.21140816081702526	0.9591960313307374
ENSG00000183255	3872.36523789519	-0.2158223017590598	0.17276045116130415	-1.249257572021211	0.21157088077536376	0.9591960313307374
ENSG00000186980	69.78388984532327	-0.8681264756825803	0.6982474220125181	-1.243293492126945	0.21375970148322035	0.9591960313307374
ENSG00000221859	311.01998285199693	0.5519355609719893	0.4455070976262371	1.2388928569552027	0.21538517933811832	0.9591960313307374
ENSG00000157538	7108.516813676448	0.21674244968748005	0.17551455040064612	1.2348973301229056	0.21686871723656512	0.9591960313307374
ENSG00000183570	7225.360186730495	-0.19083169301794087	0.15769432611334153	-1.21013671018691	0.22622643875147855	0.9591960313307374
ENSG00000142197	3518.836244127822	-0.22910891071604772	0.19076100723109604	-1.2010259016849045	0.229741154061638	0.9591960313307374
ENSG00000186967	111.33275513567985	-0.669334681500599	0.5578272123653195	-1.1998960729478605	0.23017970532881574	0.9591960313307374
ENSG00000275895	7277.448524791894	0.2155030010129886	0.17965639322331572	1.199528706696872	0.230322429379462	0.9591960313307374
ENSG00000159197	257.16967505753115	0.5175373121028061	0.4318466801387182	1.198428367995239	0.23075029416536794	0.9591960313307374
ENSG00000154736	3218.815505829609	0.6841738886673492	0.571113617968574	1.1979645855774297	0.2309308042718649	0.9591960313307374
ENSG00000198743	3927.195454649216	0.32589569603441	0.2765863136612379	1.1782784611445598	0.23868561167312466	0.9591960313307374
ENSG00000272804	536.6371362319944	0.42692527216167275	0.37070589493192807	1.1516549318431208	0.24946289881704406	0.9591960313307374
ENSG00000183640	166.8676521852609	-0.6050398597765255	0.5292949912353586	-1.1431052055950515	0.25299491323520434	0.9591960313307374
ENSG00000156304	5366.40236651833	-0.18537198174610728	0.16528707231766118	-1.121515307560445	0.2620685793934375	0.9591960313307374
ENSG00000160209	13934.820148135968	-0.16477203900367007	0.14781529830015416	-1.1147157357764383	0.26497225564367616	0.9591960313307374
ENSG00000160193	3250.2975974718565	-0.20444057192526494	0.1835257166802426	-1.1139614416080028	0.2652957287068739	0.9591960313307374
ENSG00000231068	88.36547679481568	-0.6946809025303571	0.6306622119259252	-1.1015102687204466	0.2706746377744561	0.9591960313307374
ENSG00000241837	2876.4836298698306	0.2313975125112567	0.21128890222183408	1.095171161750419	0.27344165722860003	0.9591960313307374
ENSG00000160199	5548.256240844714	-0.1873939016020893	0.17192600712560788	-1.0899683226237011	0.2757270982378071	0.9591960313307374
ENSG00000160183	6170.760697851643	0.19664251034160815	0.18229910370068686	1.0786806207477104	0.28073012761279276	0.9591960313307374
ENSG00000159082	14600.306089079197	0.1694046350426437	0.15817370762876692	1.0710037564538584	0.28416774060249544	0.9591960313307374
ENSG00000156273	5823.640732319854	0.2166642147705039	0.2043607846644963	1.0602044571623974	0.28905159381595447	0.9591960313307374
ENSG00000159079	3242.6832018834584	-0.21055052948563313	0.19941638366992398	-1.0558336562463118	0.2910442187831964	0.9591960313307374
ENSG00000244362	120.83519563864891	0.5653905525189397	0.5378452917600155	1.0512140966573986	0.29316027025644986	0.9591960313307374
ENSG00000249209	326.4753254255458	-0.40539858768699055	0.3942359075908449	-1.0283147219246471	0.3038018081436492	0.9591960313307374
ENSG00000274749	204.4429245695772	0.4417786536697798	0.43287169557565924	1.0205764391277086	0.3074551568442952	0.9591960313307374
ENSG00000187766	306.1988652324804	0.4902671328036911	0.48068696676153033	1.0199301555993998	0.307761586603497	0.9591960313307374
ENSG00000215455	429.50948761097175	0.4319870452990186	0.44301159506709287	0.9751145344933813	0.3295034497348904	0.9591960313307374
ENSG00000160298	6777.8884813253835	-0.19455259076777923	0.20093380763482635	-0.9682421940729644	0.33292342677086595	0.9591960313307374
ENSG00000198390	213.1763482886692	0.4403710654917046	0.4550054829344375	0.9678368327600098	0.33312586548556977	0.9591960313307374
ENSG00000221837	684.2980123472676	0.29369462676233926	0.3069457111901481	0.956829224371863	0.3386534589941972	0.9591960313307374
ENSG00000159110	5272.957781617338	0.15965445200700587	0.170640734953011	0.9356174658470008	0.34947017862452356	0.9591960313307374
ENSG00000159147	6310.061990696542	-0.15366355762615003	0.16542388732746355	-0.9289079111166487	0.3529368127527414	0.9591960313307374
ENSG00000222018	245.74884940577522	-0.3801730574249206	0.41066271421258277	-0.9257549913044236	0.3545733224280955	0.9591960313307374
ENSG00000160233	1936.62239099073	-0.27632038912175	0.31428547760068093	-0.8792019002317125	0.3792918143160569	0.9591960313307374
ENSG00000156282	393.0215734514177	0.33922611651595125	0.38597127264340786	0.8788895458273039	0.37946116750499737	0.9591960313307374
ENSG00000154639	3235.275629850135	-0.1575590761355286	0.17994741007363457	-0.8755840168583441	0.3812562174907783	0.9591960313307374
ENSG00000188694	709.7382782099851	-0.36070794064262685	0.41218996264617375	-0.8751012235401293	0.3815188314040417	0.9591960313307374
ENSG00000160213	3871.866121428946	0.18270388025879716	0.2094006459010297	0.8725086757619154	0.3829309372902112	0.9591960313307374
ENSG00000160307	954.3533029361221	0.2240266806347864	0.25684827175219493	0.87221408618597	0.38309159636575774	0.9591960313307374
ENSG00000157578	7965.908772639779	0.125370657489135	0.14538711528926465	0.8623230280048919	0.3885097841204704	0.9591960313307374
ENSG00000160310	9500.606961970798	-0.14720686183405662	0.17172858276518815	-0.8572065259243353	0.3913307565119942	0.9591960313307374
ENSG00000189169	484.260519293578	-0.2989318212130861	0.3546198955850442	-0.8429640438529679	0.3992485534354015	0.9591960313307374
ENSG00000183421	2100.430392898114	-0.23961067806102138	0.2848771104513026	-0.8411018971704323	0.4002908523789894	0.9591960313307374
ENSG00000160294	10335.108912984137	0.13509567767912417	0.16437559077244415	0.8218718913451446	0.41114981217415364	0.9591960313307374
ENSG00000154646	1982.7784603772018	0.1706025285628036	0.20893937555757006	0.8165168872910539	0.414204569002612	0.9591960313307374
ENSG00000185808	5695.520848525977	0.13292430123942398	0.16544814390003976	0.8034197187472469	0.42173218151580194	0.9591960313307374
ENSG00000184900	2709.2200418350017	-0.1745793100538278	0.22003105857575983	-0.7934303056298647	0.4275271598260215	0.9591960313307374
ENSG00000142188	3698.158217887706	0.14105720307555042	0.17783020239149672	0.7932128579880384	0.4276538173997166	0.9591960313307374
ENSG00000175894	4292.463780894128	0.16424200063381547	0.20959487644905128	0.783616486320646	0.4332651791340411	0.9591960313307374
ENSG00000160201	6880.551841575689	-0.14938989683450107	0.19210950457867038	-0.7776288693375122	0.4367878366528661	0.9591960313307374
ENSG00000173638	6804.110724770923	0.12045249763299824	0.15561218377967634	0.7740556986433724	0.4388978539855901	0.9591960313307374
ENSG00000241945	3578.260091697537	0.13966918781369025	0.18103519819661718	0.7715029408921878	0.44040887991761857	0.9591960313307374
ENSG00000205758	7743.7012637108	-0.11992249288463668	0.15648694439899072	-0.766341839859007	0.4434729291131414	0.9591960313307374
ENSG00000278961	1568.1041198902824	-0.19607511916569648	0.2575309574681122	-0.7613652397109374	0.44643894339561085	0.9591960313307374
ENSG00000154645	5265.612003369774	-0.12147403245052174	0.16068605446321785	-0.7559712188858803	0.4496664518952526	0.9591960313307374
ENSG00000160221	5566.567937945083	-0.13186982413964793	0.17645375812445074	-0.74733361046717806	0.4548622090454796	0.9591960313307374
ENSG00000157601	8439.548942411844	0.12027019113917604	0.1636087617973025	0.7351084979677354	0.46227341930274385	0.9591960313307374
ENSG00000276076	1018.1313651240544	0.1813291870237336	0.2510172087112596	0.7223775132975572	0.4700624081987879	0.9591960313307374
ENSG00000141956	21321.835553680652	0.10382910797208854	0.14600111815070743	0.7111528273702159	0.4769895368650662	0.9591960313307374
ENSG00000183778	8424.354061574588	-0.13922146077966188	0.19615836800800265	-0.7097401053723188	0.4778653170532379	0.9591960313307374
ENSG00000170262	1249.9023120397185	0.17609936700317524	0.25463885275870485	0.6915651916247305	0.4892104274753459	0.9591960313307374
ENSG00000142166	2806.2850795394143	-0.12615835477367152	0.18387097626619864	-0.686124353802452	0.49263469469787796	0.9591960313307374
ENSG00000159259	1949.3702768885405	-0.16445581368974826	0.24100588598958966	-0.6823726027042012	0.4950033751669423	0.9591960313307374
ENSG00000186971	246.66382234214282	0.2636828503115516	0.38642694559625634	0.6823614484354584	0.4950104265130798	0.9591960313307374
ENSG00000188155	513.8531057847864	-0.2625873041432619	0.38906476767146275	-0.6749192575694699	0.4997270647826226	0.9591960313307374
ENSG00000160216	12614.317976272594	0.10168579507412326	0.15334158461331174	0.6631325437946193	0.5072456694232693	0.9591960313307374
ENSG00000155313	7624.946955918568	-0.10653027273557529	0.16194957212030678	-0.6577990379402645	0.510667272678851	0.9591960313307374
ENSG00000212935	353.55433566865685	0.26541052532486314	0.4097189849796998	0.6477867393379717	0.5171228933305911	0.9591960313307374
ENSG00000186977	156.2758448687708	0.326553850948637	0.5076397681861582	0.6432787015789617	0.5200432737225031	0.9591960313307374
ENSG00000186866	7824.944554317022	-0.12507948428746743	0.19445568543865238	-0.6432287336074212	0.5200756913782776	0.9591960313307374
ENSG00000212933	116.18281070569125	-0.35828234874608544	0.5633699092936983	-0.6359628777391875	0.5248006180770427	0.9591960313307374
ENSG00000205927	1801.15353753543	-0.15570919889671178	0.2450620545059079	-0.6353868174762975	0.5251761635867456	0.9591960313307374
ENSG00000184787	5731.899578028144	-0.10541783570819094	0.16691755556693347	-0.6315563114385454	0.527676842071708	0.9591960313307374
ENSG00000159212	2243.672976077259	-0.14232601770355083	0.22621077335839973	-0.6291743562454247	0.5292349152846718	0.9591960313307374
ENSG00000156284	722.6185865206645	-0.18346736028682203	0.29344015099841825	-0.6252292321367126	0.5318206187956889	0.9591960313307374
ENSG00000206107	218.69595364376124	-0.2856452982873112	0.4580158335932915	-0.6236581299959125	0.5328521259638674	0.9591960313307374
ENSG00000206102	96.35708421823907	-0.3457710684864839	0.5574276312192092	-0.6202976837194296	0.5350618196140265	0.9591960313307374
ENSG00000198862	10175.220663558257	0.1034683345413929	0.16700514503836592	0.6195517779863802	0.5355529229304803	0.9591960313307374
ENSG00000142185	10185.609009862896	0.11069903498038093	0.18109672608460706	0.6112702166060316	0.5410207049171133	0.9591960313307374
ENSG00000276612	474.00323210463335	-0.22872302819534654	0.37440138558542846	-0.6109032631855953	0.5412636244048393	0.9591960313307374
ENSG00000205439	165.49962169473906	0.3153860700813582	0.5167125963050568	0.6103703922386297	0.5416164765938887	0.9591960313307374
ENSG00000187026	143.16888759101957	-0.3310596786022072	0.5654337673932429	-0.5854968303864397	0.5582136972287526	0.9591960313307374
ENSG00000166979	5424.459364186299	-0.09086631040579937	0.15713619076827423	-0.5782646884943151	0.5630854307831509	0.9591960313307374
ENSG00000182816	247.16280497268895	0.23341485404071585	0.405352233366589	0.5758321647869696	0.5647286303895718	0.9591960313307374
ENSG00000160208	2687.508788735797	0.1383519471770857	0.2510994830003308	0.5509845959217027	0.5816442342635784	0.9591960313307374
ENSG00000273590	3048.999404407141	-0.10633598365978583	0.1940132083423272	-0.5480863110730121	0.5836326394951217	0.9591960313307374
ENSG00000280071	3231.477297254823	-0.1101953697452459	0.20175549356003572	-0.5461827472492362	0.5849403243286548	0.9591960313307374
ENSG00000183844	2345.709149984628	-0.11570717984170646	0.21453253639350708	-0.5393456013099577	0.5896484090440468	0.9591960313307374
ENSG00000160223	6081.6204269337695	-0.0990378487608593	0.1842551092396551	-0.5375039485718887	0.5909195581809155	0.9591960313307374
ENSG00000159267	7232.759260558012	-0.08429685608715462	0.15790769085018966	-0.5338362915276167	0.5934548026238321	0.9591960313307374
ENSG00000160299	8675.060061444798	-0.08899066419213417	0.17419050526663035	-0.5108812564491831	0.6094342066409473	0.9591960313307374
ENSG00000160285	8270.916521472538	-0.10991518582540616	0.2177301290543051	-0.5048230408111856	0.613683131249491	0.9591960313307374
ENSG00000142182	1644.6190755028026	-0.12006693369996743	0.23880982340863502	-0.5027721723763311	0.6151244605780484	0.9591960313307374
ENSG00000187005	185.97428195283808	0.2689363283944582	0.5349608111548901	0.5027215504138892	0.6151600559976405	0.9591960313307374
ENSG00000206105	63.402374492467516	0.3418529025955023	0.6903345879602736	0.4951988623452469	0.6204597535995898	0.9591960313307374
ENSG00000197381	17306.95889416853	-0.11622026432297046	0.23544881826323802	-0.4936115848032549	0.6215805176229197	0.9591960313307374
ENSG00000160282	4789.490573954718	-0.076191849968088865	0.155940907350885	-0.48859437374343617	0.6251288970395126	0.9591960313307374
ENSG00000182670	29246.671699782135	0.09266882436994163	0.19484595107808106	0.47560046209431495	0.634359046121356	0.9591960313307374
ENSG00000160284	1127.137104171398	-0.1382744573148234	0.2984940388621725	-0.46324026383210504	0.6431921585718414	0.9591960313307374
ENSG00000157542	8536.169123037178	-0.0856854172581828	0.18526187707376962	-0.462509711180696	0.6437158398792331	0.9591960313307374
ENSG00000215454	1270.95112114168	0.14215657551823738	0.31177996076143116	0.45595161142191953	0.6484247746691125	0.9591960313307374
ENSG00000160202	1534.189123478017	-0.10716022674197194	0.23781608900287904	-0.45060124902093834	0.6522769662790484	0.9591960313307374
ENSG00000160255	11488.639548489838	-0.07394949707578266	0.164398369223807	-0.4498189211056592	0.6528410135424414	0.9591960313307374
ENSG00000285815	1041.2829934426957	-0.14495705861977135	0.32288360963445906	-0.44894523690403243	0.6534711620264384	0.9591960313307374
ENSG00000160214	3845.004954101947	-0.08806173424957575	0.19877615368200077	-0.44301961084555264	0.657751550025311	0.9591960313307374
ENSG00000142192	11354.654164902802	-0.06485312773182392	0.147323913939133	-0.44020774358885173	0.65978665179849	0.9591960313307374
ENSG00000154642	3261.810173784805	0.0767850489052727	0.17673308033321086	0.43446902391166897	0.6639478840276769	0.9591960313307374
ENSG00000240432	136.49879868464353	0.20592655383070846	0.474765335417161	0.43374386979994534	0.6644744457868842	0.9591960313307374
ENSG00000157551	11706.209262448687	0.07173010092348257	0.16664571100063527	0.43043472581907094	0.6668794393702724	0.9591960313307374
ENSG00000185272	2480.0686281412327	-0.08612568825970665	0.20359333898147655	-0.423028025821329	0.6722748134790895	0.9591960313307374
ENSG00000205726	26233.738730059944	0.07087939440252283	0.16984832894089819	0.4173099308335651	0.676451725598624	0.9591960313307374
ENSG00000159231	409.21163052401766	-0.17716163951186975	0.43202759283101083	-0.41007019563485886	0.6817544553423706	0.9591960313307374
ENSG00000142168	1443.0521124696834	0.0966187702078195	0.23774732235371238	0.40639267458950973	0.6844541012569486	0.9591960313307374
ENSG00000184351	239.73915063955033	-0.17580564463884638	0.4422959595651443	-0.39748417510233336	0.6910104538799842	0.9591960313307374
ENSG00000142149	2826.563487084917	0.09047891305272168	0.232195572697804	0.38966683129000673	0.6967829263210106	0.9591960313307374
ENSG00000159261	3011.5969672698534	0.07051116784785454	0.18317245458263767	0.3849441664605944	0.7002787824555415	0.9591960313307374
ENSG00000280433	2174.4959930668674	0.09114215954467292	0.23855324289642812	0.3820621276745494	0.7024152824548519	0.9591960313307374
ENSG00000243927	2952.030448225738	-0.07143470496330956	0.18737105967954112	-0.381247269911819	0.7030197766352744	0.9591960313307374
ENSG00000243646	3381.0683712537275	0.07103545731110693	0.18929024369574857	0.3752726813817419	0.7074576811036046	0.9591960313307374
ENSG00000275993	1733.834145533582	-0.08040944681116789	0.21941704943906107	-0.36646854479510305	0.714015480138996	0.9591960313307374
ENSG00000183486	6642.03618735334	-0.05748407131500116	0.16489379386474848	-0.3486127037755682	0.7273800891531028	0.9591960313307374
ENSG00000177398	10822.095565903466	-0.049909135370569235	0.14467635608354973	-0.3449709179967666	0.7301162342779848	0.9591960313307374
ENSG00000159256	5423.983279872228	0.06397625561825769	0.18734695639511278	0.3414854281557285	0.7327381729694219	0.9591960313307374
ENSG00000156299	7076.9129074187285	-0.04786719726636385	0.1502674067475161	-0.3185467714019433	0.7500702223540963	0.9591960313307374
ENSG00000173276	9009.789773880959	-0.049530261200641135	0.15728228618689236	-0.3149131564745077	0.7528275920536244	0.9591960313307374
ENSG00000186965	119.22502900626118	-0.16183365074018374	0.5202947024717829	-0.3110422804063827	0.7557684795746249	0.9591960313307374
ENSG00000160200	8371.390247957464	0.046587677333734194	0.15242616786461394	0.30564094070195164	0.7598780450087953	0.9591960313307374
ENSG00000188992	1693.3316349721656	0.07369811150840709	0.2560363064198647	0.2878424257048616	0.7734673600287033	0.9591960313307374
ENSG00000160190	4074.843843339034	0.04583115272144216	0.16081028213995371	0.2850013824461496	0.7756430827922107	0.9591960313307374
ENSG00000160305	12057.355964169255	0.053051958202741216	0.18789678142469005	0.28234628502141057	0.7776779983114106	0.9591960313307374
ENSG00000142178	2463.6664443232057	-0.062029867466560466	0.22104300746640146	-0.28062352289514975	0.7789991720640594	0.9591960313307374
ENSG00000156256	5930.248937622531	-0.05383741800511185	0.19479180033638488	-0.2763844161414408	0.7822528248583961	0.9591960313307374
ENSG00000277117	2704.5680187117932	0.06618774596852126	0.24035889990141193	0.27537048137460063	0.783031620185993	0.9591960313307374
ENSG00000159086	6888.364140167303	-0.04565546704462622	0.16941357288961004	-0.26949119994284837	0.7875517132431045	0.9591960313307374
ENSG00000155307	5830.161078254587	0.05382456969344662	0.2003813725556826	0.2686106448267275	0.7882293198815823	0.9591960313307374
ENSG00000142156	3763.546657019512	-0.04466595325343953	0.17829706543962387	-0.25051423669429157	0.8021896963448062	0.9591960313307374
ENSG00000157540	23810.717613417863	-0.036594691606791775	0.14675841241952733	-0.2493532806976765	0.8030875205015077	0.9591960313307374
ENSG00000265590	717.3179581786445	-0.06700997554032895	0.27266010365229143	-0.24576377197370655	0.8058651028176406	0.9591960313307374
ENSG00000156253	3143.6672635220925	0.04804220515361855	0.19608148384050578	0.24501143204677328	0.8064475796080716	0.9591960313307374
ENSG00000159228	1676.4073377740851	-0.050152553479433634	0.2072606513277621	-0.24197817172793865	0.808797077121693	0.9591960313307374
ENSG00000241123	333.2937955371089	0.08301458884079373	0.35034191988166624	0.2369530567990073	0.8126932084372535	0.9591960313307374
ENSG00000159140	18733.003926037192	0.038992505068868484	0.16532952469821852	0.23584719752895195	0.8135512426905154	0.9591960313307374
ENSG00000242220	1685.4366765716454	-0.05151910726427363	0.2219031697567816	-0.2321693165570437	0.8164065085113608	0.9591960313307374
ENSG00000156265	7733.667936417751	0.04237098763986309	0.1844444147227197	0.22972225916171304	0.8183075971166778	0.9591960313307374
ENSG00000182093	9965.5079779398	0.03556266447214836	0.1558085502208873	0.22824591090624835	0.8194550715122597	0.9591960313307374
ENSG00000206106	112.50436737636782	-0.13159217622035002	0.6065515570617303	-0.21695134517140074	0.8282462627325803	0.9591960313307374
ENSG00000279493	149.9894809558677	-0.11551085370154378	0.5453941381738141	-0.21179335386390072	0.8322682537575168	0.9591960313307374
ENSG00000171587	6203.622269206574	0.047199631843108276	0.22300060303155134	0.21165696953936136	0.8323746607922504	0.9591960313307374
ENSG00000185917	9443.144201544468	-0.030897822298438887	0.14695514979316424	-0.2102534163785809	0.8334698909332388	0.9591960313307374
ENSG00000159216	12541.843999659673	0.03897732855438921	0.18628080056329138	0.2092396448615548	0.8342611651931688	0.9591960313307374
ENSG00000274559	341.85469472988365	0.07859052267586256	0.37598569980773583	0.20902529728138763	0.8344284904148953	0.9591960313307374
ENSG00000221864	213.9242604737206	0.08308201461241778	0.4050187625170095	0.2051312736627321	0.8374695630899326	0.9591960313307374
ENSG00000182871	8751.017472405558	-0.02989811518098293	0.16097761094126697	-0.18572840661606863	0.8526577506284241	0.9591960313307374
ENSG00000156261	4776.349861312158	-0.029742197735984646	0.16466766642475536	-0.18061953740976402	0.8566662194712199	0.9591960313307374
ENSG00000159131	8715.34706283567	-0.028016469854052945	0.15632743325555737	-0.17921659219116598	0.8577676359588469	0.9591960313307374
ENSG00000160194	2729.4519068749946	0.041709423727291445	0.2336129620290016	0.17854070837950115	0.8582983540763878	0.9591960313307374
ENSG00000184032	143.51504601096713	0.10164770810413104	0.5786605788023224	0.17566032978177898	0.8605608028585742	0.9591960313307374
ENSG00000160218	8653.147790419904	-0.031128464257727268	0.17971055609263892	-0.17321444513076276	0.8624828696915166	0.9591960313307374
ENSG00000244025	141.1867796639996	0.08666085566684555	0.5075689933190657	0.17073709546392485	0.8644304931156173	0.9591960313307374
ENSG00000142207	4402.754563898551	-0.04076725718670628	0.24306025990980254	-0.16772489752884587	0.8667997082617119	0.9591960313307374
ENSG00000160226	4290.878460252846	-0.027910653774379953	0.16935999244719857	-0.16480074999461083	0.8691008137040264	0.9591960313307374
ENSG00000184724	144.96185023296175	0.08737952660282379	0.5320312447277711	0.16423758466955077	0.8695441145240284	0.9591960313307374
ENSG00000180530	7770.320082653097	0.02689233464505536	0.17405023843399964	0.15450903651162198	0.8772083866727015	0.9591960313307374
ENSG00000160224	4371.780505029413	0.03299899555558108	0.2138850649420854	0.15428377649704697	0.8773859886342839	0.9591960313307374
ENSG00000205445	662.8282725695422	-0.04182549183258793	0.28509246105850933	-0.14670851581727415	0.8833620966910702	0.9591960313307374
ENSG00000185658	17049.66585271232	0.021873198853643833	0.14965972837106548	0.14615287019238435	0.8838007100907668	0.9591960313307374
ENSG00000274276	5788.930763799041	-0.025418901877721188	0.18114167865965392	-0.14032608103119448	0.8884023585153652	0.9596421702831068
ENSG00000160256	1167.988614365626	-0.0339140535117069	0.2620003089915448	-0.12944279967548192	0.8970072832845573	0.9599092794842562
ENSG00000182362	2224.449387042282	0.02580676073417699	0.19941838437657503	0.12941013846268237	0.8970331258062482	0.9599092794842562
ENSG00000205581	7602.689270129527	-0.017770300948003068	0.15934177769930136	-0.11152317492991659	0.9112014892908518	0.9666447335626968
ENSG00000249624	1568.6812609836904	-0.024053700573400325	0.21707821364410015	-0.11080660822479578	0.9117697050198363	0.9666447335626968
ENSG00000160180	829.2739996673039	-0.025033410138605144	0.2492790561239687	-0.10042323863002676	0.9200083212617617	0.9693644010690176
ENSG00000186924	115.41780477618316	0.056293719707105554	0.5854452791749284	0.09615539096402081	0.9233971594378214	0.9693644010690176
ENSG00000186970	176.99859589110372	0.038204572506534466	0.4171849617925037	0.09157706054979127	0.9270340778782307	0.9693644010690176
ENSG00000160185	4447.000139739354	-0.010962560109399713	0.17680885981964126	-0.06200232341627209	0.9505609817447547	0.983672007229142
ENSG00000275464	3761.0139714845027	0.011316322900482435	0.19304090710838848	0.05862137238159865	0.9532536872559878	0.983672007229142
